order_id,dark_store_id,customer_zone,order_timestamp,delivery_timestamp,product_category,quantity_ordered,out_of_stock_flag
1966377,Bengluru_DS_4,Zone_B,2025-09-28 00:34:00,2025-09-28 00:54:00,Beverages,16,0
1966378,Mumbai_DS_5,Zone_D,2025-09-28 00:35:00,2025-09-28 00:53:00,Dairy,4,0
1966379,Pune_DS_6,Zone_D,2025-09-28 00:36:00,2025-09-28 00:47:00,Beverages,17,0
1966380,Hyderabad_DS_7,Zone_C,2025-09-28 00:37:00,2025-09-28 00:52:00,Groceries,16,0
1966381,Amritsar_DS_8,Zone_D,2025-09-28 00:38:00,2025-09-28 00:56:00,Dairy,5,0
1966382,Mumbai_DS_9,Zone_C,2025-09-28 00:39:00,2025-09-28 01:00:00,Household,10,0
1966384,Bengluru_DS_0,Zone_D,2025-09-28 00:40:00,2025-09-28 01:02:00,Groceries,7,0
1966385,Chennai_DS_1,Zone_C,2025-09-28 00:41:00,2025-09-28 00:57:00,Groceries,4,0
1966386,Gurgaon_DS_2,Zone_A,2025-09-28 00:42:00,2025-09-28 00:56:00,Fruits & Vegetables,14,1
1966387,Haridwar_DS_3,Zone_D,2025-09-28 00:43:00,2025-09-28 01:03:00,Dairy,19,0
1966388,Mumbai_DS_4,Zone_B,2025-09-28 00:44:00,2025-09-28 00:55:00,Groceries,6,0
1966389,Jaipur_DS_5,Zone_A,2025-09-28 00:45:00,2025-09-28 01:04:00,Fruits & Vegetables,10,0
1966390,Amritsar_DS_6,Zone_D,2025-09-28 00:46:00,2025-09-28 00:58:00,Personal Care,3,0
1966391,Chennai_DS_7,Zone_D,2025-09-28 00:47:00,2025-09-28 01:02:00,Fruits & Vegetables,10,0
1966392,Mumbai_DS_8,Zone_D,2025-09-28 00:48:00,2025-09-28 00:54:00,Snacks,6,0
1966393,Jaipur_DS_9,Zone_C,2025-09-28 00:49:00,2025-09-28 01:05:00,Dairy,5,0
1966394,Mumbai_DS_0,Zone_B,2025-09-28 00:50:00,2025-09-28 01:09:00,Groceries,2,0
1966395,Delhi_DS_1,Zone_A,2025-09-28 00:51:00,2025-09-28 00:56:00,Snacks,11,0
1966396,Chennai_DS_2,Zone_D,2025-09-28 00:52:00,2025-09-28 01:06:00,Personal Care,14,0
1966397,Pune_DS_3,Zone_B,2025-09-28 00:53:00,2025-09-28 01:08:00,Dairy,6,0
1966398,Mumbai_DS_4,Zone_A,2025-09-28 00:54:00,2025-09-28 01:10:00,Beverages,13,0
1966399,Hyderabad_DS_5,Zone_D,2025-09-28 00:55:00,2025-09-28 01:10:00,Snacks,8,0
1966400,Bengluru_DS_6,Zone_C,2025-09-28 00:56:00,2025-09-28 01:08:00,Fruits & Vegetables,6,0
1966401,Chennai_DS_7,Zone_D,2025-09-28 00:57:00,2025-09-28 01:16:00,Dairy,15,0
1966402,Pune_DS_8,Zone_A,2025-09-28 00:58:00,2025-09-28 01:10:00,Personal Care,8,0
1966403,Mumbai_DS_9,Zone_B,2025-09-28 00:59:00,2025-09-28 01:18:00,Beverages,9,0
1966404,Pune_DS_0,Zone_C,2025-09-28 01:00:00,2025-09-28 01:18:00,Beverages,18,0
1966405,Jaipur_DS_1,Zone_D,2025-09-28 01:01:00,2025-09-28 01:24:00,Dairy,16,0
1966406,Chennai_DS_2,Zone_B,2025-09-28 01:02:00,2025-09-28 01:15:00,Beverages,13,0
1966407,Pune_DS_3,Zone_B,2025-09-28 01:03:00,2025-09-28 01:24:00,Beverages,14,0
1966408,Kolkata_DS_4,Zone_B,2025-09-28 01:04:00,2025-09-28 01:21:00,Household,5,0
1966409,Gurgaon_DS_5,Zone_B,2025-09-28 01:05:00,2025-09-28 01:29:00,Household,11,0
1966410,Gurgaon_DS_6,Zone_C,2025-09-28 01:06:00,2025-09-28 01:11:00,Groceries,2,0
1966411,Noida_DS_7,Zone_A,2025-09-28 01:07:00,2025-09-28 01:15:00,Fruits & Vegetables,19,0
1966412,Kolkata_DS_8,Zone_C,2025-09-28 01:08:00,2025-09-28 01:26:00,Groceries,7,0
1966413,Amritsar_DS_9,Zone_D,2025-09-28 01:09:00,2025-09-28 01:19:00,Fruits & Vegetables,18,0
1966414,Amritsar_DS_0,Zone_C,2025-09-28 01:10:00,2025-09-28 01:29:00,Beverages,17,0
1966415,Delhi_DS_1,Zone_C,2025-09-28 01:11:00,2025-09-28 01:16:00,Dairy,3,0
1966416,Gurgaon_DS_2,Zone_A,2025-09-28 01:12:00,2025-09-28 01:33:00,Dairy,16,0
1966417,Bengluru_DS_3,Zone_A,2025-09-28 01:13:00,2025-09-28 01:26:00,Household,6,0
1966418,Kolkata_DS_4,Zone_A,2025-09-28 01:14:00,2025-09-28 01:30:00,Fruits & Vegetables,6,0
1966419,Haridwar_DS_5,Zone_D,2025-09-28 01:15:00,2025-09-28 01:49:00,Fruits & Vegetables,8,0
1966420,Noida_DS_6,Zone_B,2025-09-28 01:16:00,2025-09-28 01:34:00,Personal Care,19,0
1966421,Amritsar_DS_7,Zone_A,2025-09-28 01:17:00,2025-09-28 01:43:00,Fruits & Vegetables,5,0
1966422,Jaipur_DS_8,Zone_A,2025-09-28 01:18:00,2025-09-28 01:40:00,Snacks,4,0
1966423,Bengluru_DS_9,Zone_B,2025-09-28 01:19:00,2025-09-28 01:37:00,Personal Care,12,0
1966424,Gurgaon_DS_0,Zone_A,2025-09-28 01:20:00,2025-09-28 01:40:00,Groceries,12,0
1966425,Hyderabad_DS_1,Zone_A,2025-09-28 01:21:00,2025-09-28 01:33:00,Dairy,15,0
1966426,Chennai_DS_2,Zone_A,2025-09-28 01:22:00,2025-09-28 01:43:00,Dairy,18,0
1966427,Amritsar_DS_3,Zone_D,2025-09-28 01:23:00,2025-09-28 01:38:00,Dairy,3,0
1966428,Haridwar_DS_4,Zone_B,2025-09-28 01:24:00,2025-09-28 01:50:00,Dairy,11,1
1966429,Kolkata_DS_5,Zone_D,2025-09-28 01:25:00,2025-09-28 01:41:00,Groceries,19,0
1966430,Jaipur_DS_6,Zone_C,2025-09-28 01:26:00,2025-09-28 01:52:00,Fruits & Vegetables,16,0
1966431,Noida_DS_7,Zone_C,2025-09-28 01:27:00,2025-09-28 01:45:00,Dairy,19,0
1966432,Kolkata_DS_8,Zone_A,2025-09-28 01:28:00,2025-09-28 01:40:00,Snacks,13,0
1966433,Delhi_DS_9,Zone_D,2025-09-28 01:29:00,2025-09-28 01:34:00,Beverages,15,0
1966434,Mumbai_DS_0,Zone_C,2025-09-28 01:30:00,2025-09-28 01:39:00,Household,13,0
1966435,Haridwar_DS_1,Zone_C,2025-09-28 01:31:00,2025-09-28 02:04:00,Groceries,18,0
1966436,Gurgaon_DS_2,Zone_D,2025-09-28 01:32:00,2025-09-28 01:53:00,Snacks,9,0
1966437,Gurgaon_DS_3,Zone_C,2025-09-28 01:33:00,2025-09-28 01:45:00,Snacks,1,0
1966438,Haridwar_DS_4,Zone_A,2025-09-28 01:34:00,2025-09-28 02:10:00,Dairy,10,0
1966439,Hyderabad_DS_5,Zone_A,2025-09-28 01:35:00,2025-09-28 01:55:00,Personal Care,14,0
1966440,Haridwar_DS_6,Zone_C,2025-09-28 01:36:00,2025-09-28 02:02:00,Groceries,18,0
1966441,Haridwar_DS_7,Zone_D,2025-09-28 01:37:00,2025-09-28 02:02:00,Personal Care,2,0
1966442,Delhi_DS_8,Zone_B,2025-09-28 01:38:00,2025-09-28 01:56:00,Dairy,7,0
1966443,Kolkata_DS_9,Zone_D,2025-09-28 01:39:00,2025-09-28 01:50:00,Groceries,7,0
1966444,Bengluru_DS_0,Zone_B,2025-09-28 01:40:00,2025-09-28 02:02:00,Beverages,3,0
1966445,Mumbai_DS_1,Zone_B,2025-09-28 01:41:00,2025-09-28 02:03:00,Groceries,12,0
1966446,Haridwar_DS_2,Zone_D,2025-09-28 01:42:00,2025-09-28 02:09:00,Household,7,0
1966447,Haridwar_DS_3,Zone_B,2025-09-28 01:43:00,2025-09-28 02:08:00,Personal Care,3,0
1966448,Bengluru_DS_4,Zone_A,2025-09-28 01:44:00,2025-09-28 02:02:00,Beverages,1,0
1966449,Haridwar_DS_5,Zone_B,2025-09-28 01:45:00,2025-09-28 02:10:00,Fruits & Vegetables,14,0
1966450,Jaipur_DS_6,Zone_A,2025-09-28 01:46:00,2025-09-28 02:11:00,Beverages,16,0
1966451,Delhi_DS_7,Zone_B,2025-09-28 01:47:00,2025-09-28 01:52:00,Beverages,2,0
1966452,Noida_DS_8,Zone_B,2025-09-28 01:48:00,2025-09-28 02:00:00,Dairy,2,1
1966453,Mumbai_DS_9,Zone_D,2025-09-28 01:49:00,2025-09-28 02:13:00,Fruits & Vegetables,11,0
1966454,Kolkata_DS_0,Zone_C,2025-09-28 01:50:00,2025-09-28 02:00:00,Snacks,5,0
1966455,Chennai_DS_1,Zone_B,2025-09-28 01:51:00,2025-09-28 02:03:00,Snacks,9,0
1966456,Bengluru_DS_2,Zone_D,2025-09-28 01:52:00,2025-09-28 02:13:00,Beverages,9,0
1966457,Chennai_DS_3,Zone_D,2025-09-28 01:53:00,2025-09-28 02:13:00,Fruits & Vegetables,5,0
1966459,Noida_DS_4,Zone_C,2025-09-28 01:54:00,2025-09-28 02:11:00,Beverages,3,0
1966460,Hyderabad_DS_5,Zone_D,2025-09-28 01:55:00,2025-09-28 02:14:00,Snacks,19,0
1966461,Noida_DS_6,Zone_B,2025-09-28 01:56:00,2025-09-28 02:16:00,Snacks,18,0
1966462,Jaipur_DS_7,Zone_B,2025-09-28 01:57:00,2025-09-28 02:17:00,Snacks,10,1
1966463,Noida_DS_8,Zone_C,2025-09-28 01:58:00,2025-09-28 02:16:00,Groceries,1,0
1966464,Noida_DS_9,Zone_A,2025-09-28 01:59:00,2025-09-28 02:08:00,Fruits & Vegetables,7,0
1966466,Haridwar_DS_0,Zone_D,2025-09-28 02:00:00,2025-09-28 02:33:00,Groceries,1,0
1966467,Kolkata_DS_1,Zone_C,2025-09-28 02:01:00,2025-09-28 02:23:00,Dairy,16,0
1966468,Jaipur_DS_2,Zone_A,2025-09-28 02:02:00,2025-09-28 02:26:00,Snacks,10,0
1966469,Noida_DS_3,Zone_D,2025-09-28 02:03:00,2025-09-28 02:21:00,Personal Care,13,0
1966470,Pune_DS_4,Zone_D,2025-09-28 02:04:00,2025-09-28 02:22:00,Groceries,17,0
1966471,Kolkata_DS_5,Zone_C,2025-09-28 02:05:00,2025-09-28 02:20:00,Fruits & Vegetables,18,0
1966472,Jaipur_DS_6,Zone_B,2025-09-28 02:06:00,2025-09-28 02:25:00,Groceries,8,0
1966473,Noida_DS_7,Zone_C,2025-09-28 02:07:00,2025-09-28 02:21:00,Beverages,1,0
1966474,Pune_DS_8,Zone_D,2025-09-28 02:08:00,2025-09-28 02:17:00,Fruits & Vegetables,7,1
1966475,Jaipur_DS_9,Zone_C,2025-09-28 02:09:00,2025-09-28 02:29:00,Dairy,2,0
1966476,Gurgaon_DS_0,Zone_A,2025-09-28 02:10:00,2025-09-28 02:31:00,Personal Care,17,0
1966478,Bengluru_DS_1,Zone_A,2025-09-28 02:11:00,2025-09-28 02:21:00,Fruits & Vegetables,19,0
1966479,Gurgaon_DS_2,Zone_A,2025-09-28 02:12:00,2025-09-28 02:33:00,Beverages,14,1
1966480,Pune_DS_3,Zone_D,2025-09-28 02:13:00,2025-09-28 02:28:00,Household,12,1
1966481,Noida_DS_4,Zone_A,2025-09-28 02:14:00,2025-09-28 02:20:00,Fruits & Vegetables,9,0
1966483,Kolkata_DS_5,Zone_D,2025-09-28 02:15:00,2025-09-28 02:32:00,Personal Care,18,0
1966484,Noida_DS_6,Zone_B,2025-09-28 02:16:00,2025-09-28 02:33:00,Personal Care,10,0
1966485,Haridwar_DS_7,Zone_C,2025-09-28 02:17:00,2025-09-28 02:43:00,Household,5,0
1966486,Kolkata_DS_8,Zone_D,2025-09-28 02:18:00,2025-09-28 02:33:00,Household,14,1
1966487,Jaipur_DS_9,Zone_C,2025-09-28 02:19:00,2025-09-28 02:42:00,Snacks,8,1
1966488,Mumbai_DS_0,Zone_A,2025-09-28 02:20:00,2025-09-28 02:40:00,Fruits & Vegetables,9,0
1966489,Pune_DS_1,Zone_A,2025-09-28 02:21:00,2025-09-28 02:40:00,Personal Care,7,0
1966490,Bengluru_DS_2,Zone_C,2025-09-28 02:22:00,2025-09-28 02:45:00,Groceries,17,0
1966491,Haridwar_DS_3,Zone_B,2025-09-28 02:23:00,2025-09-28 02:49:00,Snacks,14,0
1966492,Delhi_DS_4,Zone_C,2025-09-28 02:24:00,2025-09-28 02:29:00,Dairy,18,0
1966493,Bengluru_DS_5,Zone_D,2025-09-28 02:25:00,2025-09-28 02:51:00,Dairy,2,0
1966494,Jaipur_DS_6,Zone_D,2025-09-28 02:26:00,2025-09-28 02:42:00,Fruits & Vegetables,3,0
1966495,Pune_DS_7,Zone_A,2025-09-28 02:27:00,2025-09-28 02:50:00,Snacks,7,0
1966496,Haridwar_DS_8,Zone_B,2025-09-28 02:28:00,2025-09-28 02:45:00,Dairy,13,0
1966497,Bengluru_DS_9,Zone_C,2025-09-28 02:29:00,2025-09-28 02:46:00,Household,11,0
1966498,Jaipur_DS_0,Zone_D,2025-09-28 02:30:00,2025-09-28 02:50:00,Personal Care,16,0
1966499,Kolkata_DS_1,Zone_D,2025-09-28 02:31:00,2025-09-28 02:48:00,Household,16,0
1966501,Haridwar_DS_2,Zone_A,2025-09-28 02:32:00,2025-09-28 02:50:00,Dairy,7,0
1966502,Amritsar_DS_3,Zone_B,2025-09-28 02:33:00,2025-09-28 02:45:00,Household,11,0
1966503,Mumbai_DS_4,Zone_C,2025-09-28 02:34:00,2025-09-28 02:54:00,Snacks,18,1
1966504,Pune_DS_5,Zone_A,2025-09-28 02:35:00,2025-09-28 02:51:00,Groceries,14,0
1966505,Bengluru_DS_6,Zone_D,2025-09-28 02:36:00,2025-09-28 02:55:00,Personal Care,9,1
1966506,Hyderabad_DS_7,Zone_D,2025-09-28 02:37:00,2025-09-28 02:51:00,Personal Care,2,0
1966507,Delhi_DS_8,Zone_B,2025-09-28 02:38:00,2025-09-28 02:45:00,Snacks,6,0
1966508,Hyderabad_DS_9,Zone_A,2025-09-28 02:39:00,2025-09-28 03:02:00,Fruits & Vegetables,1,0
1966509,Haridwar_DS_0,Zone_A,2025-09-28 02:40:00,2025-09-28 03:18:00,Snacks,12,0
1966510,Haridwar_DS_1,Zone_A,2025-09-28 02:41:00,2025-09-28 03:17:00,Personal Care,10,0
1966511,Gurgaon_DS_2,Zone_A,2025-09-28 02:42:00,2025-09-28 03:04:00,Snacks,19,0
1966512,Amritsar_DS_3,Zone_A,2025-09-28 02:43:00,2025-09-28 02:59:00,Fruits & Vegetables,2,0
1966513,Jaipur_DS_4,Zone_B,2025-09-28 02:44:00,2025-09-28 03:08:00,Fruits & Vegetables,9,1
1966514,Bengluru_DS_5,Zone_C,2025-09-28 02:45:00,2025-09-28 03:03:00,Snacks,19,0
1966516,Chennai_DS_6,Zone_A,2025-09-28 02:46:00,2025-09-28 03:03:00,Groceries,16,0
1966517,Jaipur_DS_7,Zone_D,2025-09-28 02:47:00,2025-09-28 03:10:00,Personal Care,14,0
1966518,Bengluru_DS_8,Zone_B,2025-09-28 02:48:00,2025-09-28 03:05:00,Dairy,16,0
1966519,Gurgaon_DS_9,Zone_B,2025-09-28 02:49:00,2025-09-28 03:10:00,Beverages,5,1
1966520,Gurgaon_DS_0,Zone_D,2025-09-28 02:50:00,2025-09-28 02:59:00,Groceries,5,0
1966521,Kolkata_DS_1,Zone_D,2025-09-28 02:51:00,2025-09-28 03:03:00,Household,3,0
1966522,Kolkata_DS_2,Zone_D,2025-09-28 02:52:00,2025-09-28 03:06:00,Personal Care,3,0
1966523,Amritsar_DS_3,Zone_D,2025-09-28 02:53:00,2025-09-28 03:10:00,Household,1,0
1966524,Delhi_DS_4,Zone_C,2025-09-28 02:54:00,2025-09-28 03:01:00,Household,6,0
1966525,Mumbai_DS_5,Zone_D,2025-09-28 02:55:00,2025-09-28 03:13:00,Snacks,12,1
1966526,Gurgaon_DS_6,Zone_D,2025-09-28 02:56:00,2025-09-28 03:14:00,Beverages,16,1
1966527,Mumbai_DS_7,Zone_D,2025-09-28 02:57:00,2025-09-28 03:12:00,Groceries,17,0
1966528,Noida_DS_8,Zone_D,2025-09-28 02:58:00,2025-09-28 03:08:00,Groceries,14,0
1966529,Chennai_DS_9,Zone_C,2025-09-28 02:59:00,2025-09-28 03:06:00,Dairy,3,0
1966530,Delhi_DS_0,Zone_D,2025-09-28 03:00:00,2025-09-28 03:10:00,Dairy,15,0
1966531,Mumbai_DS_1,Zone_B,2025-09-28 03:01:00,2025-09-28 03:08:00,Household,19,1
1966532,Jaipur_DS_2,Zone_C,2025-09-28 03:02:00,2025-09-28 03:19:00,Groceries,4,0
1966533,Kolkata_DS_3,Zone_A,2025-09-28 03:03:00,2025-09-28 03:25:00,Snacks,9,0
1966534,Haridwar_DS_4,Zone_A,2025-09-28 03:04:00,2025-09-28 03:36:00,Household,13,1
1966536,Pune_DS_5,Zone_A,2025-09-28 03:05:00,2025-09-28 03:18:00,Beverages,11,0
1966537,Kolkata_DS_6,Zone_D,2025-09-28 03:06:00,2025-09-28 03:25:00,Groceries,3,1
1966538,Delhi_DS_7,Zone_D,2025-09-28 03:07:00,2025-09-28 03:12:00,Personal Care,11,0
1966539,Gurgaon_DS_8,Zone_C,2025-09-28 03:08:00,2025-09-28 03:16:00,Dairy,19,0
1966540,Noida_DS_9,Zone_A,2025-09-28 03:09:00,2025-09-28 03:27:00,Beverages,4,0
1966541,Kolkata_DS_0,Zone_D,2025-09-28 03:10:00,2025-09-28 03:23:00,Personal Care,12,0
1966542,Amritsar_DS_1,Zone_A,2025-09-28 03:11:00,2025-09-28 03:16:00,Groceries,11,0
1966543,Chennai_DS_2,Zone_D,2025-09-28 03:12:00,2025-09-28 03:27:00,Groceries,15,0
1966544,Gurgaon_DS_3,Zone_D,2025-09-28 03:13:00,2025-09-28 03:33:00,Personal Care,19,0
1966545,Amritsar_DS_4,Zone_B,2025-09-28 03:14:00,2025-09-28 03:24:00,Fruits & Vegetables,6,0
1966546,Gurgaon_DS_5,Zone_A,2025-09-28 03:15:00,2025-09-28 03:32:00,Household,7,0
1966547,Haridwar_DS_6,Zone_B,2025-09-28 03:16:00,2025-09-28 03:46:00,Groceries,1,0
1966548,Pune_DS_7,Zone_A,2025-09-28 03:17:00,2025-09-28 03:28:00,Fruits & Vegetables,6,0
1966549,Mumbai_DS_8,Zone_C,2025-09-28 03:18:00,2025-09-28 03:32:00,Groceries,3,0
1966551,Mumbai_DS_9,Zone_A,2025-09-28 03:19:00,2025-09-28 03:38:00,Groceries,19,0
1966552,Mumbai_DS_0,Zone_D,2025-09-28 03:20:00,2025-09-28 03:41:00,Groceries,5,0
1966553,Gurgaon_DS_1,Zone_A,2025-09-28 03:21:00,2025-09-28 03:34:00,Fruits & Vegetables,15,1
1966554,Noida_DS_2,Zone_C,2025-09-28 03:22:00,2025-09-28 03:35:00,Groceries,12,0
1966555,Noida_DS_3,Zone_B,2025-09-28 03:23:00,2025-09-28 03:41:00,Personal Care,4,0
1966556,Mumbai_DS_4,Zone_C,2025-09-28 03:24:00,2025-09-28 03:41:00,Personal Care,5,0
1966557,Kolkata_DS_5,Zone_A,2025-09-28 03:25:00,2025-09-28 03:46:00,Snacks,7,0
1966558,Bengluru_DS_6,Zone_D,2025-09-28 03:26:00,2025-09-28 03:43:00,Household,17,0
1966559,Hyderabad_DS_7,Zone_A,2025-09-28 03:27:00,2025-09-28 03:39:00,Household,15,0
1966560,Delhi_DS_8,Zone_D,2025-09-28 03:28:00,2025-09-28 03:33:00,Dairy,8,0
1966561,Chennai_DS_9,Zone_C,2025-09-28 03:29:00,2025-09-28 03:49:00,Dairy,19,0
1966562,Delhi_DS_0,Zone_C,2025-09-28 03:30:00,2025-09-28 03:36:00,Household,3,0
1966563,Noida_DS_1,Zone_A,2025-09-28 03:31:00,2025-09-28 03:43:00,Beverages,17,0
1966564,Chennai_DS_2,Zone_B,2025-09-28 03:32:00,2025-09-28 03:50:00,Personal Care,15,0
1966565,Mumbai_DS_3,Zone_D,2025-09-28 03:33:00,2025-09-28 03:48:00,Beverages,12,0
1966566,Amritsar_DS_4,Zone_C,2025-09-28 03:34:00,2025-09-28 03:56:00,Fruits & Vegetables,19,0
1966567,Mumbai_DS_5,Zone_B,2025-09-28 03:35:00,2025-09-28 03:57:00,Beverages,16,0
1966568,Mumbai_DS_6,Zone_D,2025-09-28 03:36:00,2025-09-28 04:01:00,Personal Care,19,0
1966569,Hyderabad_DS_7,Zone_A,2025-09-28 03:37:00,2025-09-28 03:51:00,Groceries,5,0
1966570,Chennai_DS_8,Zone_B,2025-09-28 03:38:00,2025-09-28 03:54:00,Groceries,19,1
1966571,Haridwar_DS_9,Zone_A,2025-09-28 03:39:00,2025-09-28 04:09:00,Dairy,12,0
1966572,Hyderabad_DS_0,Zone_D,2025-09-28 03:40:00,2025-09-28 03:45:00,Snacks,16,0
1966573,Chennai_DS_1,Zone_A,2025-09-28 03:41:00,2025-09-28 03:54:00,Fruits & Vegetables,18,0
1966574,Haridwar_DS_2,Zone_A,2025-09-28 03:42:00,2025-09-28 03:59:00,Snacks,6,0
1966575,Kolkata_DS_3,Zone_C,2025-09-28 03:43:00,2025-09-28 03:58:00,Groceries,19,0
1966576,Gurgaon_DS_4,Zone_D,2025-09-28 03:44:00,2025-09-28 04:04:00,Snacks,15,0
1966577,Mumbai_DS_5,Zone_D,2025-09-28 03:45:00,2025-09-28 03:58:00,Personal Care,8,0
1966578,Kolkata_DS_6,Zone_A,2025-09-28 03:46:00,2025-09-28 04:04:00,Personal Care,5,0
1966579,Chennai_DS_7,Zone_C,2025-09-28 03:47:00,2025-09-28 04:06:00,Snacks,18,0
1966580,Gurgaon_DS_8,Zone_B,2025-09-28 03:48:00,2025-09-28 04:00:00,Beverages,10,0
1966581,Pune_DS_9,Zone_A,2025-09-28 03:49:00,2025-09-28 04:06:00,Snacks,17,0
1966582,Kolkata_DS_0,Zone_D,2025-09-28 03:50:00,2025-09-28 04:08:00,Beverages,15,0
1966583,Mumbai_DS_1,Zone_B,2025-09-28 03:51:00,2025-09-28 04:08:00,Beverages,12,0
1966584,Gurgaon_DS_2,Zone_B,2025-09-28 03:52:00,2025-09-28 04:08:00,Fruits & Vegetables,6,0
1966585,Hyderabad_DS_3,Zone_D,2025-09-28 03:53:00,2025-09-28 04:12:00,Snacks,2,0
1966586,Mumbai_DS_4,Zone_C,2025-09-28 03:54:00,2025-09-28 04:11:00,Personal Care,19,0
1966587,Jaipur_DS_5,Zone_C,2025-09-28 03:55:00,2025-09-28 04:15:00,Household,18,0
1966588,Hyderabad_DS_6,Zone_D,2025-09-28 03:56:00,2025-09-28 04:06:00,Groceries,16,0
1966589,Delhi_DS_7,Zone_C,2025-09-28 03:57:00,2025-09-28 04:02:00,Groceries,14,0
1966590,Amritsar_DS_8,Zone_D,2025-09-28 03:58:00,2025-09-28 04:10:00,Groceries,2,0
1966591,Pune_DS_9,Zone_B,2025-09-28 03:59:00,2025-09-28 04:20:00,Groceries,1,0
1966592,Bengluru_DS_0,Zone_D,2025-09-28 04:00:00,2025-09-28 04:06:00,Snacks,12,0
1966593,Haridwar_DS_1,Zone_A,2025-09-28 04:01:00,2025-09-28 04:32:00,Fruits & Vegetables,19,1
1966594,Noida_DS_2,Zone_D,2025-09-28 04:02:00,2025-09-28 04:19:00,Personal Care,1,1
1966595,Noida_DS_3,Zone_B,2025-09-28 04:03:00,2025-09-28 04:30:00,Groceries,19,0
1966596,Mumbai_DS_4,Zone_B,2025-09-28 04:04:00,2025-09-28 04:20:00,Personal Care,7,0
